,age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
4506,35,3,181020,9,1,3,4,1,1,0,0,60,1,1
4507,52,3,165998,10,2,10,2,1,1,0,0,40,1,1
4508,25,3,218136,10,1,3,1,2,1,0,0,40,33,1
4509,20,7,182200,9,1,10,4,1,2,0,0,30,1,1
4510,46,3,39363,10,3,5,5,1,2,0,0,10,5,1
4511,24,3,140001,13,1,2,1,1,1,0,0,40,1,1
4512,29,3,193260,13,2,7,6,3,1,0,0,30,4,1
4513,21,3,191243,10,1,5,4,1,1,0,0,40,1,1
4514,37,4,207887,13,3,2,6,1,2,0,0,50,1,1
4515,43,4,211450,9,1,1,4,1,1,0,0,40,1,1
4516,19,3,184759,9,1,1,1,1,2,0,0,26,1,1
4517,47,3,197836,9,2,6,2,1,1,0,0,45,1,1
4518,61,3,232308,9,2,8,2,1,1,0,0,45,1,2
4519,21,6,189888,12,1,12,1,1,1,0,0,55,1,1
4520,35,3,301614,9,2,5,2,1,1,0,0,60,1,1
4521,60,3,146674,6,2,3,2,2,1,0,0,40,1,1
4522,27,3,225291,10,1,1,1,1,2,0,0,40,1,1
4523,57,5,148509,13,2,4,2,3,1,0,0,35,4,1
4524,56,3,136413,2,2,7,2,1,1,0,0,40,1,1
4525,27,3,126060,9,1,2,1,1,2,0,0,40,1,1
4526,47,3,73064,4,2,10,3,2,2,0,0,35,1,1
4527,19,3,39026,9,1,5,1,1,1,0,0,30,1,1
4528,28,2,33035,8,3,5,5,1,2,0,0,30,1,1
4529,43,3,193494,6,2,1,2,1,1,0,0,40,1,1
4530,63,5,147440,10,3,2,1,1,2,0,0,35,1,1
4531,22,6,153131,10,1,12,4,1,1,0,0,40,1,1
4532,25,3,64671,9,3,3,4,3,2,0,0,40,14,1
4533,35,2,225399,9,1,10,4,1,1,8614,0,40,1,2
4534,20,3,174391,9,1,3,4,1,2,0,0,40,1,1
4535,48,3,377757,6,2,6,2,1,1,0,0,70,1,1
4536,30,5,364310,13,1,4,1,2,2,0,0,40,12,1
4537,31,3,110643,13,2,4,2,1,1,0,0,40,1,2
4538,20,3,70240,9,1,6,4,3,2,0,0,24,14,1
4539,57,1,32694,14,2,4,2,1,1,0,0,50,1,2
4540,41,3,95047,11,2,1,3,1,2,7688,0,44,1,2
4541,33,3,264936,9,3,1,6,1,2,0,0,40,1,1
4542,27,3,367329,11,2,9,2,1,1,0,0,40,1,1
4543,34,3,56026,9,2,9,2,1,1,0,0,60,1,2
4544,22,3,186452,6,1,7,1,1,1,0,0,30,1,1
4545,50,3,125417,12,2,2,3,2,2,0,0,40,1,2
4546,40,2,242082,13,2,4,2,1,1,0,0,45,1,2
4547,37,3,31023,9,2,7,2,1,1,0,0,51,1,1
4548,40,6,397346,12,3,12,1,1,1,0,0,40,1,1
4549,53,3,424079,14,2,2,2,1,1,15024,0,55,1,2
4550,38,2,108947,10,2,10,2,1,1,7688,0,40,1,2
4551,25,1,261979,9,1,4,1,1,1,0,0,40,1,1
4552,51,3,55507,9,2,7,2,2,1,0,0,40,1,1
4553,22,6,291407,8,1,12,4,2,1,0,0,40,1,1
4554,18,3,353358,10,1,5,4,1,1,0,0,16,1,1
4555,41,3,67339,7,2,3,2,1,1,7688,0,40,1,2
4556,33,3,235109,9,1,1,5,1,2,0,0,40,1,1
4557,33,3,208180,13,1,6,1,1,2,0,0,40,1,1
4558,67,1,423561,10,2,8,2,1,1,0,0,40,1,1
4559,47,2,145290,9,2,2,2,1,1,0,2415,50,1,2
4560,24,3,403671,10,1,10,1,1,1,0,0,40,1,1
4561,32,5,49325,4,2,5,2,1,1,0,0,40,1,1
4562,29,3,370494,9,1,5,5,1,2,0,0,40,6,1
4563,25,3,267012,11,1,6,1,1,1,0,0,45,1,1
4564,33,3,191856,10,3,1,1,1,2,0,0,40,1,1
4565,55,3,80445,13,2,7,2,1,1,0,0,40,1,1
4566,31,3,379798,10,2,6,2,1,1,0,0,40,1,2
4567,32,5,168387,14,2,4,2,1,1,0,0,50,1,1
4568,18,3,301948,9,1,13,4,1,1,34095,0,3,1,1
4569,36,3,274809,9,3,1,5,1,2,0,0,50,1,1
4570,58,3,233193,9,7,1,1,1,2,0,0,27,1,1
4571,34,3,299635,14,2,2,2,1,1,0,1902,50,1,2
4572,19,3,236396,7,1,3,1,1,1,0,0,40,1,1
4573,21,3,688355,9,1,1,5,2,2,0,0,40,1,1
4574,36,7,37019,9,1,9,1,1,1,0,0,50,1,1
4575,37,3,148015,13,2,4,3,2,2,15024,0,40,1,2
4576,43,3,122975,9,2,10,3,2,2,0,0,21,35,1
4577,52,1,349795,13,2,13,2,1,1,0,0,40,1,1
4578,48,3,229846,11,3,5,1,1,2,0,0,40,5,1
4579,43,3,108945,10,3,4,5,1,2,0,0,38,1,1
4580,22,3,237498,9,1,5,4,1,1,0,0,40,1,1
4581,57,3,188872,3,3,8,5,1,1,6497,0,40,1,1
4582,37,3,324019,12,1,1,1,1,2,0,0,40,1,1
4583,39,3,82488,10,3,6,5,3,2,0,0,38,1,1
4584,54,3,206964,10,2,6,2,1,1,0,0,40,1,2
4585,27,3,37088,12,1,5,1,1,1,0,0,40,1,1
4586,21,3,152540,9,1,1,1,1,2,0,0,35,1,1
4587,65,3,143554,10,5,1,1,1,2,0,0,38,1,1
4588,30,3,126242,10,2,5,3,1,2,0,0,40,1,1
4589,22,3,127185,5,1,10,1,1,2,0,0,40,1,1
4590,26,3,164018,13,2,6,2,1,1,4064,0,50,1,1
4591,25,3,210184,7,5,7,4,1,1,0,0,40,1,1
4592,35,6,117528,11,2,12,3,1,2,0,0,40,1,2
4593,47,3,124973,11,2,2,2,1,1,15024,0,50,1,2
4594,23,3,182117,12,1,5,4,1,1,0,0,60,1,1
4595,42,3,220049,9,2,6,2,2,1,0,0,40,1,2
4596,39,2,247975,10,1,7,1,3,1,0,0,30,1,1
4597,55,3,50164,16,2,2,2,1,1,0,0,60,1,2
4598,24,1,123160,14,4,4,1,3,2,0,0,10,29,1
4599,46,7,219962,13,2,10,2,1,1,7298,0,40,5,2
4600,53,3,79324,9,2,7,2,1,1,0,0,40,1,2
4601,44,3,129100,7,5,5,5,2,2,0,0,60,1,1
4602,40,3,210275,9,5,8,5,2,2,0,0,40,1,1
4603,48,3,189462,10,2,7,2,1,1,7688,0,40,1,2
4604,26,3,171114,11,5,1,5,1,2,0,0,35,1,1
4605,22,3,201799,9,1,6,4,1,2,0,0,40,1,1
4606,35,6,200426,9,2,12,3,1,2,0,0,12,1,1
4607,20,6,24395,10,1,12,5,1,2,0,0,20,1,1
4608,43,3,191149,9,3,2,1,1,2,0,0,40,1,1
4609,37,5,34173,9,2,5,3,1,2,0,0,25,1,1
4610,30,3,350979,9,2,7,2,3,1,0,0,40,21,1
4611,41,3,147314,9,2,6,2,4,1,0,0,50,1,1
4612,38,3,136081,15,2,4,2,1,1,0,0,60,1,2
4613,77,6,232894,5,2,12,2,2,1,0,0,40,1,1
4614,42,2,373403,9,2,9,2,1,1,0,0,50,1,1
4615,20,3,120601,9,1,8,4,2,1,0,0,40,1,1
4616,36,3,130926,13,3,1,1,1,2,3674,0,40,1,1
4617,32,4,72338,11,1,4,6,3,1,0,0,40,1,1
4618,27,3,129624,13,2,2,2,1,1,0,0,40,1,2
4619,25,1,328697,10,3,13,6,1,1,0,0,45,1,1
4620,40,3,191196,14,1,2,1,1,1,0,0,40,1,1
4621,18,6,191117,7,1,12,4,1,1,0,0,25,1,1
4622,49,3,110243,13,2,2,2,1,1,0,0,45,1,2
4623,17,3,181580,7,1,5,4,1,2,0,0,16,1,1
4624,29,3,89030,9,1,6,5,1,2,0,0,40,1,1
4625,47,3,345493,15,2,4,2,3,1,99999,0,55,22,2
4626,24,2,277700,10,5,3,4,1,1,0,0,45,1,1
4627,58,6,198478,4,2,12,2,1,1,0,0,24,1,1
4628,29,3,250679,9,1,7,1,1,1,0,0,40,1,1
4629,45,3,168837,10,2,1,3,1,2,0,0,24,11,2
4630,30,3,142675,8,2,7,2,1,1,0,0,50,1,1
4631,19,3,299050,10,1,1,4,1,1,0,0,20,1,1
4632,59,3,107833,6,2,8,2,1,1,0,1485,40,1,2
4633,47,3,121958,4,4,5,5,1,2,0,0,30,1,1
4634,41,3,282948,10,2,11,2,2,1,3137,0,40,1,1
4635,28,3,176683,12,1,4,4,1,1,0,0,40,27,1
4636,46,3,34377,12,2,7,2,1,1,0,0,40,1,2
4637,40,2,209833,10,2,7,2,1,1,0,0,60,1,1
4638,66,1,41506,6,3,5,1,2,2,0,0,40,1,1
4639,30,5,125159,13,1,4,1,2,1,14084,0,45,5,2
4640,44,2,147206,10,1,7,4,1,1,0,0,12,1,1
4641,58,2,93664,9,2,2,2,1,1,15024,0,60,1,2
4642,21,3,315065,4,1,5,6,1,1,0,0,48,6,1
4643,59,3,381851,5,7,5,5,2,2,0,0,40,1,1
4644,35,5,185769,10,2,5,2,1,1,0,0,40,1,1
4645,45,3,186272,5,2,1,2,2,1,5178,0,40,1,2
4646,30,3,312667,9,2,8,2,1,1,0,0,40,1,1
4647,33,3,343925,9,1,3,1,2,1,0,0,40,3,1
4648,26,3,195994,10,1,6,1,1,2,0,0,15,1,1
4649,48,3,398843,10,5,6,5,2,2,0,0,35,1,1
4650,31,3,73514,9,1,6,4,3,2,0,0,40,1,1
4651,36,3,288049,9,2,2,2,1,1,0,0,45,1,1
4652,48,3,54759,9,3,4,5,1,2,0,0,38,1,1
4653,30,3,155343,9,2,7,2,1,1,5013,0,40,1,1
4654,33,3,401104,9,2,3,2,1,1,0,0,50,1,2
4655,19,6,124884,5,1,12,1,1,2,0,0,25,1,1
4656,37,5,287306,12,2,4,3,2,2,99999,0,40,5,2
4657,53,3,113995,13,2,2,2,1,1,0,0,45,1,2
4658,18,3,146378,10,1,5,4,1,2,0,0,40,5,1
4659,38,3,111499,10,2,8,2,1,1,7298,0,50,1,2
4660,34,3,34374,10,1,5,1,1,1,0,0,50,1,1
4661,45,3,162187,13,2,6,2,1,1,0,0,52,1,2
4662,33,5,147654,11,2,4,2,1,1,0,0,60,1,1
4663,35,3,182467,11,2,7,3,1,2,0,0,44,1,1
4664,22,3,183970,9,1,3,4,2,1,0,0,40,1,1
4665,35,3,332588,9,3,5,5,1,2,0,0,30,1,1
4666,45,3,26781,9,2,4,2,4,1,0,0,8,1,1
4667,17,3,48610,7,1,9,4,1,1,0,0,45,1,1
4668,50,3,162632,9,2,2,2,1,1,0,0,45,1,1
4669,38,5,91711,13,2,4,2,1,1,0,0,50,1,2
4670,33,3,198003,10,2,7,2,1,1,7298,0,50,1,2
4671,46,3,179048,9,2,6,2,1,1,0,0,35,5,1
4672,25,3,262778,13,1,6,1,1,2,6849,0,50,1,1
4673,64,3,102470,9,2,7,2,1,1,0,0,40,1,1
4674,62,2,123170,10,2,2,2,1,1,0,0,10,1,1
4675,32,3,164243,9,2,11,2,1,1,0,0,60,1,2
4676,17,3,262511,7,1,6,4,1,1,0,0,20,1,1
4677,61,3,51170,9,2,7,2,1,1,0,0,55,1,1
4678,40,1,91949,16,1,4,1,2,2,0,0,40,1,1
4679,21,3,123727,9,1,2,6,1,2,0,0,40,1,1
4680,39,3,173175,13,2,2,2,1,1,15024,0,50,1,2
4681,35,2,120301,10,2,2,2,1,1,0,0,45,1,1
4682,29,3,250967,11,2,4,2,1,1,0,0,40,1,1
4683,27,4,285432,12,1,8,1,2,1,0,0,40,1,1
4684,20,3,36235,12,1,1,1,1,2,0,0,40,1,1
4685,34,6,317219,10,2,12,3,1,2,0,0,20,1,2
4686,51,5,110965,14,1,4,4,1,1,0,0,40,1,1
4687,45,3,123283,9,5,10,5,2,2,0,0,15,1,1
4688,20,6,249087,10,1,12,4,1,2,0,0,40,1,1
4689,31,3,152940,10,2,7,2,1,1,0,0,40,1,1
4690,29,3,376680,9,1,11,4,2,1,0,0,40,1,1
4691,56,3,231232,13,2,1,2,1,1,0,0,30,11,1
4692,55,2,168625,10,3,11,1,1,2,0,0,12,1,2
4693,26,3,33939,10,1,11,4,1,1,0,0,20,1,1
4694,46,3,155659,10,2,7,2,1,1,15024,0,45,1,2
4695,32,5,190228,9,2,5,2,1,1,0,0,40,1,1
4696,28,3,216178,9,2,6,2,1,1,0,0,40,1,1
4697,27,3,587310,4,1,5,6,1,1,0,0,35,28,1
4698,23,3,155919,5,4,7,1,1,1,0,0,40,6,1
4699,59,3,227386,6,2,7,2,1,1,0,0,40,1,1
4700,26,3,138152,8,1,7,6,5,1,0,0,48,28,1
4701,36,3,167482,6,1,3,1,1,1,0,0,40,1,1
4702,18,3,57957,9,1,6,4,1,2,0,0,15,1,1
4703,33,3,157747,5,3,3,1,1,1,0,0,70,1,1
4704,60,2,88570,11,2,8,3,1,2,0,0,15,12,2
4705,40,3,273308,9,3,10,5,1,2,0,0,48,6,1
4706,48,3,216292,9,2,9,2,1,1,0,0,43,1,1
4707,27,2,131298,6,2,7,2,1,1,0,0,48,1,1
4708,19,3,386378,10,1,5,4,1,1,0,0,20,1,1
4709,38,3,179668,13,2,4,2,1,1,0,0,50,1,2
4710,26,3,210812,10,3,7,1,1,1,0,0,43,1,1
4711,45,4,311671,11,2,13,2,1,1,3908,0,40,1,1
4712,20,3,215247,10,1,1,4,1,2,0,0,20,1,1
4713,32,4,125856,9,3,7,5,1,1,0,0,40,1,1
4714,22,3,74631,10,1,3,4,1,2,0,0,13,1,1
4715,22,3,24008,9,1,1,1,1,1,0,0,40,1,1
4716,38,1,354591,9,1,5,5,2,2,114,0,38,1,1
4717,34,3,155343,9,2,7,2,1,1,0,1848,50,1,2
4718,46,3,308334,2,7,5,5,5,2,0,0,30,6,1
4719,39,3,245361,13,3,2,1,1,2,0,0,25,1,1
4720,79,2,158319,9,7,5,1,1,2,0,0,24,1,1
4721,60,6,204486,13,2,12,2,1,1,0,0,8,1,2
4722,24,3,314823,9,1,6,4,1,1,0,0,40,25,1
4723,31,3,211334,10,2,7,2,1,1,2407,0,65,1,1
4724,37,2,73199,13,2,6,2,3,1,3137,0,77,38,1
4725,23,3,126550,9,1,7,6,1,1,0,0,40,1,1
4726,31,3,260782,10,2,8,2,1,1,0,1579,45,26,1
4727,29,3,114224,13,2,4,2,1,1,0,0,40,1,2
4728,22,1,64292,13,1,4,4,1,2,0,0,43,1,1
4729,69,6,628797,10,7,12,1,1,2,0,0,20,1,1
4730,55,5,219775,9,3,5,5,1,2,0,0,38,1,1
4731,43,3,212894,9,3,7,6,1,1,0,0,40,1,1
4732,23,3,260019,4,1,9,5,5,1,0,0,36,6,1
4733,29,3,228075,9,1,1,5,1,1,0,0,35,6,1
4734,22,3,239806,11,1,5,6,1,2,0,0,40,6,1
4735,22,3,324637,10,1,6,1,1,1,0,0,42,1,1
4736,25,3,163620,9,2,2,2,1,1,7298,0,84,1,2
4737,29,3,194200,10,1,10,4,1,1,0,0,45,1,1
4738,25,1,129200,10,1,8,1,2,1,0,0,40,1,1
4739,33,4,207172,9,1,2,1,1,2,0,0,40,1,1
4740,33,3,135312,13,1,4,1,1,1,0,0,40,1,2
4741,31,3,100734,16,1,4,1,1,2,0,0,28,1,1
4742,30,5,226443,14,2,4,2,1,1,0,1887,45,1,2
4743,55,3,110871,13,2,6,2,1,1,0,0,40,1,1
4744,36,3,192704,8,1,2,1,1,1,4650,0,50,1,1
4745,47,6,224108,9,7,12,5,1,2,0,0,40,1,1
4746,28,3,78870,13,1,6,1,1,1,8614,0,40,1,2
4747,42,3,107762,14,2,4,2,1,1,0,0,40,1,2
4748,51,3,183611,12,3,2,5,1,1,0,0,55,12,1
4749,62,5,249078,13,3,4,1,2,2,0,0,40,1,1
4750,65,7,208452,10,2,6,2,1,1,0,0,35,1,2
4751,23,3,302195,13,2,4,2,1,1,0,0,40,1,1
4752,60,6,199947,9,2,12,2,1,1,0,0,32,1,1
4753,47,3,379118,4,2,7,2,2,1,0,0,60,1,2
4754,50,7,174855,9,3,2,5,1,2,0,0,40,1,1
4755,70,6,173736,13,2,12,2,1,1,0,0,6,1,1
4756,32,2,39369,13,2,7,2,1,1,0,0,40,1,1
4757,37,4,196348,10,2,10,2,1,1,0,0,40,1,1
4758,31,3,340917,9,1,7,5,1,1,14344,0,40,1,2
4759,76,3,97077,6,7,6,5,2,2,0,0,12,1,1
4760,54,3,200098,13,3,6,1,2,2,0,0,60,1,1
4761,32,4,127651,13,2,4,2,1,1,0,0,40,1,2
4762,31,3,315128,10,1,1,1,1,2,0,0,52,1,1
4763,31,4,206823,13,3,13,1,1,1,0,0,50,1,2
4764,65,2,316093,15,3,4,1,1,1,0,1668,40,1,1
4765,30,3,112115,9,2,10,2,1,1,0,0,60,40,2
4766,63,6,203821,9,2,12,2,1,1,0,0,40,1,1
4767,21,3,250051,10,1,4,4,1,2,0,0,10,1,1
4768,40,4,298635,14,2,11,2,3,1,0,1902,40,14,2
4769,26,1,109193,10,1,7,1,1,2,0,0,40,1,1
4770,18,3,130849,7,1,5,4,1,2,0,0,8,1,1
4771,34,5,43959,9,2,5,2,1,1,0,0,50,1,1
4772,66,5,222810,10,3,5,6,1,2,7896,0,40,5,2
4773,44,2,27242,10,1,9,4,1,1,0,0,60,1,1
4774,30,3,53158,12,1,11,1,1,2,0,0,40,1,1
4775,36,2,206520,13,1,7,4,1,1,0,0,40,1,1
4776,31,3,164190,10,2,4,2,1,1,0,0,50,1,2
4777,22,3,287988,10,1,6,1,1,1,0,0,20,1,1
4778,28,6,200819,4,3,12,4,1,1,0,0,84,1,1
4779,23,3,83891,9,1,6,4,3,1,0,0,40,1,1
4780,49,3,65087,14,2,2,2,1,1,15024,0,50,1,2
4781,39,2,363418,13,5,7,4,1,1,0,0,35,1,1
4782,67,6,182378,13,2,12,2,1,1,9386,0,60,1,2
4783,19,3,278870,10,1,3,4,1,1,0,0,16,1,1
4784,30,3,174789,12,2,2,2,1,1,0,1848,50,1,2
4785,25,3,228608,10,1,7,6,3,2,0,0,40,18,1
4786,24,3,184400,9,1,8,4,3,1,0,0,30,5,1
4787,46,3,263568,9,2,10,2,1,1,0,0,40,1,1
4788,37,3,117381,14,2,4,2,1,1,0,0,45,1,1
4789,41,4,83411,9,2,5,2,1,1,0,0,40,1,1
4790,40,2,49156,10,2,4,2,1,1,0,0,20,1,1
4791,44,3,421449,9,3,1,5,1,2,0,0,40,1,1
4792,32,3,238944,9,2,10,2,1,1,0,0,40,1,1
4793,58,3,188982,9,2,3,2,2,1,0,0,20,1,2
4794,48,3,175925,9,2,10,2,1,1,0,0,48,1,1
4795,34,3,164190,13,2,2,2,1,1,0,0,40,1,1
4796,29,3,232914,11,1,1,4,2,2,0,0,40,1,1
4797,46,7,120121,13,2,6,2,1,1,0,0,50,1,2
4798,36,5,180805,9,1,8,1,3,1,0,0,40,1,1
4799,59,5,161944,13,1,1,1,1,1,0,0,38,1,1
4800,29,3,319149,8,2,8,2,1,1,0,0,40,6,1
4801,50,6,22428,14,1,12,1,1,1,0,0,40,1,1
4802,25,3,290528,9,2,10,2,1,1,0,0,40,1,1
4803,27,3,123984,12,1,5,1,3,2,0,0,35,14,1
4804,48,3,34186,9,2,9,2,1,1,0,0,70,1,1
4805,51,4,282680,16,1,4,1,1,2,0,1564,70,1,2
4806,36,3,183892,9,3,8,1,1,1,8614,0,45,1,2
4807,42,5,195124,7,3,6,5,1,1,7430,0,50,8,2
4808,49,1,55938,13,2,1,2,1,1,0,0,40,1,2
4809,33,3,209900,10,1,11,4,1,1,0,0,20,1,1
4810,40,3,179717,13,3,6,1,1,1,0,1564,60,1,2
4811,26,3,150361,13,1,4,1,1,2,0,0,40,1,1
4812,69,6,164102,9,3,12,1,1,2,0,0,40,1,2
4813,59,3,252714,9,2,10,2,1,1,0,0,30,15,1
4814,30,3,205204,9,1,1,4,1,2,0,0,40,1,1
4815,31,5,168906,12,2,1,3,1,2,0,0,35,1,1
4816,30,3,112115,13,2,2,2,1,1,0,0,50,1,2
4817,27,3,116531,13,1,2,1,1,2,0,0,40,1,1
4818,20,6,202994,10,1,12,4,1,2,0,0,16,1,1
4819,56,3,191917,12,3,1,5,1,2,4101,0,40,1,1
4820,24,3,341294,9,2,10,2,1,1,0,0,40,1,1
4821,47,3,216734,13,3,6,5,1,2,0,0,50,1,1
4822,51,3,182187,13,1,4,1,2,1,0,0,35,1,1
4823,34,3,424988,9,2,7,2,1,1,0,0,45,1,1
4824,47,3,379118,9,3,5,5,2,1,0,0,9,1,1
4825,47,3,168232,10,2,1,2,1,1,0,0,44,1,2
4826,20,3,147171,10,1,1,5,3,2,0,0,40,38,1
4827,34,7,207668,9,2,7,2,1,1,0,0,54,5,2
4828,31,3,193650,7,3,5,1,1,2,0,0,40,1,1
4829,42,3,200187,11,3,5,5,1,2,0,0,32,1,1
4830,52,3,188644,3,4,7,6,1,1,0,0,40,6,1
4831,56,3,398067,9,7,1,1,1,2,0,0,40,1,1
4832,53,3,29658,9,2,7,2,1,1,0,0,40,1,2
4833,26,3,154966,10,2,6,2,1,1,0,0,50,1,2
4834,81,3,364099,10,3,1,1,1,2,0,0,20,1,1
4835,28,6,291374,6,1,12,5,2,2,0,0,40,1,1
4836,57,4,97837,10,3,4,1,1,1,0,0,48,1,2
4837,34,3,117983,9,1,1,1,1,2,0,0,40,1,1
4838,31,6,345497,6,2,12,2,1,1,0,0,40,1,1
4839,24,3,64167,11,1,11,5,2,2,0,0,40,1,1
4840,20,3,315877,9,1,5,5,1,1,0,2001,40,1,1
4841,68,4,232151,10,3,1,6,2,2,2346,0,40,1,1
4842,60,3,225526,9,5,6,1,1,2,0,0,32,1,1
4843,37,4,289653,10,2,7,2,1,1,0,0,40,1,1
4844,25,3,179462,4,1,3,5,1,1,0,0,40,1,1
4845,36,4,67317,9,2,1,2,1,1,0,0,40,1,1
4846,45,3,77764,12,2,7,2,1,1,0,0,40,1,1
4847,34,3,253438,10,2,2,2,1,1,0,0,60,1,2
4848,31,3,150309,13,5,2,1,1,2,0,0,70,1,1
4849,47,2,83064,13,2,9,2,1,1,0,0,60,1,1
4850,60,2,376973,9,2,7,2,1,1,0,0,42,1,2
4851,75,3,311184,13,2,2,2,1,1,0,0,24,1,1
4852,43,5,159449,10,2,13,2,1,1,0,0,40,1,1
4853,18,3,168288,9,1,3,4,1,1,0,0,40,1,1
4854,25,3,74883,13,1,11,1,3,2,0,1092,40,14,1
4855,20,3,275190,9,1,1,4,1,2,0,0,40,1,1
4856,32,3,189838,9,1,6,1,1,2,0,0,50,1,1
4857,57,7,101338,13,2,2,2,1,1,0,0,20,1,1
4858,43,3,331894,10,2,8,2,1,1,0,0,60,1,2
4859,18,2,40293,9,1,9,6,1,1,0,0,40,1,1
4860,41,5,88904,13,5,4,5,2,2,0,0,40,1,1
4861,48,3,145041,9,1,10,6,1,1,0,0,40,25,1
4862,35,3,46385,9,2,8,2,1,1,5178,0,90,1,2
4863,41,1,363591,11,2,2,2,1,1,0,0,40,1,1
4864,23,3,183327,9,1,7,4,2,2,0,1594,20,1,1
4865,32,1,182556,13,2,13,2,1,1,0,1887,45,1,2
4866,33,3,267859,9,1,7,4,1,1,0,0,40,26,1
4867,58,3,190747,9,2,10,2,1,1,0,0,40,1,1
4868,22,3,162869,10,1,6,6,1,1,0,0,65,1,1
4869,33,3,141229,10,3,5,1,1,2,0,0,50,1,1
4870,42,2,174216,15,2,4,2,1,1,0,0,38,1,2
4871,25,3,366416,9,1,1,4,1,2,0,0,40,1,1
4872,39,3,172538,9,2,4,2,1,1,0,0,50,1,2
4873,35,3,193026,13,2,6,2,1,1,0,0,45,1,2
4874,50,3,184424,10,2,1,3,1,2,0,1902,38,1,2
4875,49,5,337768,14,2,2,2,1,1,0,0,50,1,2
4876,25,5,179059,13,1,4,4,1,1,0,0,40,1,1
4877,47,4,99549,10,3,1,5,2,2,0,0,40,1,1
4878,46,3,72619,10,2,2,3,1,2,0,0,40,1,2
4879,42,1,55764,12,3,4,1,2,1,0,0,40,1,1
4880,37,3,30267,7,1,8,1,1,1,0,0,60,1,2
4881,25,3,308144,13,1,7,1,1,1,0,0,40,6,1
4882,29,3,206351,6,2,7,2,1,1,5013,0,40,1,1
4883,26,3,282304,10,1,6,1,1,1,0,0,45,1,1
4884,26,6,176077,10,1,12,5,1,2,0,0,40,1,1
4885,45,7,142719,13,2,2,2,1,1,0,0,40,1,2
4886,34,3,114973,9,5,2,5,1,2,0,0,30,1,1
4887,33,4,159548,12,1,1,5,2,2,0,0,40,1,1
4888,43,3,91209,13,2,2,2,1,1,0,0,40,1,2
4889,28,3,196564,9,2,7,2,1,1,0,0,45,1,1
4890,51,2,149220,10,2,9,2,1,1,0,0,75,1,1
4891,21,3,169699,10,1,5,1,1,2,0,0,35,1,1
4892,23,3,218215,12,1,5,4,1,2,0,0,35,1,1
4893,30,3,156718,9,1,11,1,1,2,0,0,40,1,1
4894,46,3,55720,14,2,2,2,1,1,0,0,45,1,2
4895,38,7,257250,9,1,9,1,1,1,0,0,50,1,1
4896,20,3,194630,9,1,6,1,1,1,0,0,40,1,1
4897,36,3,398931,13,2,4,2,1,1,0,1485,50,1,2
4898,37,2,362062,15,2,4,2,1,1,99999,0,50,1,2
4899,44,5,101593,14,1,4,1,1,1,0,1876,42,1,1
4900,33,3,196266,9,2,7,2,1,1,0,0,40,1,2
4901,45,5,197332,13,1,2,1,1,1,0,0,40,1,1
4902,47,3,97842,10,2,7,2,1,1,0,0,40,1,1
4903,54,3,86837,9,2,7,2,3,1,0,1902,40,1,2
4904,17,3,57324,6,1,5,4,1,1,0,0,30,1,1
4905,43,3,116852,9,2,2,3,1,2,0,0,36,24,2
4906,45,3,154430,13,7,4,1,1,2,10520,0,50,1,2
4907,37,3,38468,10,1,1,1,1,2,0,0,40,1,1
4908,44,5,188808,11,2,7,2,1,1,0,0,40,1,2
4909,55,5,177163,14,7,4,5,1,2,914,0,50,1,1
4910,41,3,187322,9,2,10,2,1,1,0,0,48,1,1
4911,23,3,107578,13,1,1,4,1,2,2174,0,40,1,1
4912,38,3,168680,10,1,1,4,2,2,0,0,40,1,1
4913,23,3,256755,13,1,3,6,1,2,0,0,40,2,1
4914,35,3,360799,9,2,7,2,1,1,7298,0,40,1,2
4915,18,3,188476,7,1,2,4,1,1,0,0,20,1,1
4916,47,3,30457,11,2,5,2,1,1,0,0,40,1,1
4917,25,3,252752,10,1,4,1,1,2,0,0,8,1,1
4918,41,2,443508,9,2,2,2,1,1,0,0,50,1,1
4919,23,3,244408,10,1,1,6,3,2,0,0,24,38,1
4920,41,3,178983,9,2,1,3,1,2,0,0,40,1,1
4921,26,3,143068,10,2,2,2,1,1,2407,0,50,1,1
4922,30,5,247328,10,1,1,1,1,1,0,0,40,1,1
4923,42,3,201732,10,2,6,2,1,1,0,0,40,1,2
4924,35,3,246829,9,3,2,5,1,2,0,0,40,1,1
4925,28,6,290267,13,1,12,1,1,1,0,0,18,1,1
4926,29,3,119170,10,5,11,5,1,2,0,0,40,1,1
4927,21,3,207923,10,4,1,4,1,2,0,0,15,1,1
4928,48,1,170142,14,3,4,1,1,1,0,0,40,1,2
4929,44,2,187164,9,3,8,5,1,1,0,0,60,1,1
4930,34,5,303867,5,1,5,4,1,1,0,0,40,1,1
4931,19,3,291429,9,1,5,4,1,2,0,0,25,1,1
4932,32,3,213179,10,3,7,4,1,1,0,0,40,1,2
4933,31,1,111843,12,5,5,5,2,2,0,0,40,1,1
4934,25,3,297154,9,2,3,2,1,1,2407,0,40,1,1
4935,47,4,68493,9,2,1,2,2,1,0,0,40,1,2
4936,46,4,340718,7,7,1,1,1,2,0,0,40,1,1
4937,18,3,194059,8,1,1,4,1,1,0,0,40,1,1
4938,31,3,47296,10,2,1,3,1,2,0,1740,20,1,1
